created_at,entry_id,field1 (Ambient Temperature),field2 (Ambient Humidity),field3 (soil temperature),field4 (Leaf wetness sensor),field5 (Soil moisute sensor),field6 (Battery voltage),latitude,longitude,elevation,status
2021-10-18T16:38:23+00:00,6002,25.97188,49.61044,19.37138,13102,13055.365,3.49677,,,,
2021-10-18T16:39:52+00:00,6003,26.30273,48.65856,19.15633,13017,13089.541,3.5071,,,,
2021-10-18T16:41:21+00:00,6004,26.46815,47.67142,19.37138,13153,13131.377,3.5,,,,
2021-10-18T16:43:00+00:00,6005,26.68321,46.96633,19.32175,13099,13216.716,3.50452,,,,
2021-10-18T16:44:29+00:00,6006,26.79901,47.28362,19.23904,13116,13253.588,3.49677,,,,
2021-10-18T17:16:02+00:00,6007,24.48305,53.2593,18.97436,13184,13163.08,3.41613,,,,
2021-10-18T17:17:31+00:00,6008,24.64847,53.85863,19.43755,13069,13125.104,3.49871,,,,
2021-10-18T17:18:58+00:00,6009,25.1282,52.44844,19.38792,13042,13289.479,3.50258,,,,
2021-10-18T17:20:27+00:00,6010,25.4756,51.88436,19.2225,13103,13366.369,3.49613,,,,
2021-10-18T17:22:06+00:00,6011,25.64103,50.84435,19.25558,13115,13199.747,3.48968,,,,
2021-10-18T17:23:35+00:00,6012,25.85608,50.6857,19.20595,13129,13106.63,3.50387,,,,
2021-10-18T17:25:02+00:00,6013,25.98842,50.104,19.2225,13057,13107.067,3.50064,,,,
2021-10-18T17:26:31+00:00,6014,26.1373,49.73383,19.18941,13182,13462.064,3.49484,,,,
2021-10-18T17:28:00+00:00,6015,26.30273,49.18738,19.28867,13064,13168.586,3.48839,,,,
2021-10-18T17:29:29+00:00,6016,26.30273,49.18738,19.18941,13152,13106.628,3.47742,,,,
2021-10-18T17:30:58+00:00,6017,26.33582,48.7467,19.30521,13154,13142.19,3.51097,,,,
2021-10-18T17:32:27+00:00,6018,26.46815,48.39415,19.30521,13126,13424.854,3.48968,,,,
2021-10-18T17:33:56+00:00,6019,26.46815,47.88295,19.12324,13027,13312.511,3.48968,,,,
2021-10-18T17:35:25+00:00,6020,26.50124,47.72431,19.17287,13155,13056.24,3.48258,,,,
2021-10-18T17:37:04+00:00,6021,26.56741,47.5304,19.20595,13059,13143.578,3.47355,,,,
2021-10-18T17:38:33+00:00,6022,26.63358,46.54328,19.30521,13152,13004.979,3.50903,,,,
2021-10-18T18:10:06+00:00,6023,24.8139,48.69381,19.02398,13186,13349.283,3.38968,,,,
2021-10-18T18:11:35+00:00,6024,25.1282,48.32364,19.20595,13022,13106.63,3.50194,,,,
2021-10-18T18:13:04+00:00,6025,25.49214,47.33651,19.2225,13129,13158.349,3.49742,,,,
2021-10-18T18:14:33+00:00,6026,25.97188,46.40226,19.15633,13186,13271.131,3.4871,,,,
2021-10-18T18:16:02+00:00,6027,26.1373,45.57377,19.04053,13149,13157.893,3.49613,,,,
2021-10-18T18:17:31+00:00,6028,26.3689,44.81579,19.00744,13079,13233.466,3.50194,,,,
2021-10-18T18:18:58+00:00,6029,26.53433,44.72765,19.13979,13198,13106.63,3.48645,,,,
2021-10-18T18:50:38+00:00,6030,24.48305,55.69188,18.75931,13090,13123.717,3.41484,,,,
2021-10-18T18:52:07+00:00,6031,24.64847,55.53322,18.82548,13003,13344.486,3.49355,,,,
2021-10-18T18:53:36+00:00,6032,25.09512,54.47558,18.82548,13086,13157.893,3.48452,,,,
2021-10-18T18:55:05+00:00,6033,25.34326,53.94677,18.95782,13043,13211,3.47484,,,,
2021-10-18T18:56:34+00:00,6034,25.57485,52.90675,19.02398,13027,13383.456,3.48323,,,,
2021-10-18T19:27:58+00:00,6035,23.98677,61.29738,18.70968,13185,13175.436,3.41484,,,,
2021-10-18T19:29:27+00:00,6036,24.15219,61.64993,18.67659,13198,13175.438,3.4929,,,,
2021-10-18T19:30:56+00:00,6037,24.61538,60.23973,18.9909,13187,13344.229,3.49032,,,,
2021-10-18T19:32:35+00:00,6038,24.89661,59.23497,19.00744,13017,13347.847,3.49806,,,,
2021-10-18T19:34:04+00:00,6039,25.14475,58.40649,18.75931,13031,13192.981,3.49161,,,,
2021-10-18T19:35:33+00:00,6040,25.31017,58.14208,18.84202,13076,13270.675,3.49677,,,,
2021-10-18T20:06:59+00:00,6041,23.32506,67.48457,18.49462,13061,13157.893,3.4129,,,,
2021-10-18T20:08:28+00:00,6042,23.49049,67.27306,18.41191,13163,13158.807,3.51226,,,,
2021-10-18T20:39:53+00:00,6043,22.99421,73.4955,18.67659,13014,13230.992,3.41419,,,,
2021-10-18T20:41:32+00:00,6044,23.17618,72.70227,18.57734,13183,13253.586,3.52194,,,,
2021-10-18T20:43:01+00:00,6045,23.65591,71.27446,18.64351,13032,13288.219,3.50064,,,,
2021-10-18T20:44:30+00:00,6046,24.00331,69.82902,18.67659,13122,13157.893,3.49613,,,,
2021-10-18T20:45:57+00:00,6047,24.31762,68.66561,18.64351,13111,13401.002,3.49548,,,,
2021-10-18T20:47:26+00:00,6048,24.48305,68.01339,18.67659,13191,13383.912,3.50258,,,,
2021-10-18T21:18:55+00:00,6049,22.94459,75.18773,18.47808,13071,13270.675,3.40645,,,,
2021-10-18T21:50:33+00:00,6050,22.82878,76.03384,18.42845,13142,13192.981,3.4471,,,,
2021-10-18T21:52:02+00:00,6051,23.06038,75.66367,18.61042,13133,13141.261,3.52839,,,,
2021-10-18T21:53:31+00:00,6052,23.49049,73.91856,18.61042,13153,13364.479,3.52903,,,,
2021-10-18T21:55:08+00:00,6053,23.82134,72.3321,18.57734,13030,13383.456,3.53484,,,,
2021-10-18T22:26:31+00:00,6054,22.74607,76.1925,18.51117,13180,13343.775,3.46129,,,,
2021-10-18T22:28:06+00:00,6055,22.92804,76.66842,18.47808,13104,13323.308,3.54516,,,,
2021-10-18T22:59:31+00:00,6056,22.49793,77.99048,18.41191,13115,13358.869,3.4729,,,,
2021-10-18T23:00:58+00:00,6057,22.66336,77.76132,18.47808,13087,13306.237,3.54645,,,,
2021-10-18T23:32:26+00:00,6058,22.33251,77.39116,17.84946,13110,13308.922,3.48065,,,,
2021-10-19T00:04:04+00:00,6059,22.49793,76.29826,18.34574,13081,13231.45,3.48774,,,,
2021-10-19T00:05:33+00:00,6060,22.6799,75.32875,18.16377,13158,13308.922,3.55419,,,,
2021-10-19T00:07:22+00:00,6061,23.15964,73.98907,18.37882,13186,13175.438,3.55548,,,,
2021-10-19T00:38:50+00:00,6062,22.49793,71.38022,18.57734,13033,13192.981,3.49032,,,,
2021-10-19T00:40:29+00:00,6063,22.69645,71.2392,18.29611,13040,13378.864,3.55806,,,,
2021-10-19T00:41:58+00:00,6064,23.17618,68.84188,18.2134,13059,13344.011,3.55032,,,,
2021-10-19T00:43:27+00:00,6065,23.62282,67.39644,18.42845,13136,13228.544,3.55548,,,,
2021-10-19T00:44:56+00:00,6066,23.82134,66.23305,18.27957,13162,13326.466,3.55677,,,,
2021-10-19T00:46:25+00:00,6067,23.98677,65.40455,18.13069,13138,13192.982,3.55806,,,,
2021-10-19T01:17:51+00:00,6068,22.41522,70.67513,18.29611,13154,13245.614,3.49161,,,,
2021-10-19T01:19:20+00:00,6069,22.66336,70.46361,18.47808,13126,13280.703,3.55742,,,,
2021-10-19T01:20:49+00:00,6070,23.04384,68.78902,18.27957,13126,13228.068,3.55548,,,,
2021-10-19T01:22:18+00:00,6071,23.49049,67.32593,18.34574,13112,13263.631,3.55484,,,,
2021-10-19T01:23:47+00:00,6072,23.65591,66.85,18.36228,13195,13344.013,3.5529,,,,
2021-10-19T01:25:17+00:00,6073,23.83788,66.47982,18.26303,13021,13175.436,3.55548,,,,
2021-10-19T01:26:46+00:00,6074,23.98677,65.58083,18.22994,13177,13280.703,3.55548,,,,
2021-10-19T01:28:15+00:00,6075,24.15219,65.36929,18.47808,13141,13361.555,3.55419,,,,
2021-10-19T01:29:44+00:00,6076,24.15219,64.85809,18.24648,13158,13192.981,3.55613,,,,
2021-10-19T01:31:13+00:00,6077,24.31762,64.55844,18.27957,13054,13344.011,3.55548,,,,
2021-10-19T01:32:42+00:00,6078,24.31762,63.32453,18.36228,13020,13228.544,3.55806,,,,
2021-10-19T01:34:11+00:00,6079,24.38379,63.74758,18.47808,13197,13373.263,3.55742,,,,
2021-10-19T01:35:40+00:00,6080,24.48305,63.95911,18.22994,13127,13439.248,3.55484,,,,
2021-10-19T02:07:09+00:00,6081,22.99421,70.95717,18.3292,13051,13210.526,3.49097,,,,
2021-10-19T02:08:38+00:00,6082,23.25889,70.28734,17.99834,13062,13379.573,3.55806,,,,
2021-10-19T02:10:07+00:00,6083,23.689,68.31306,17.45244,13132,13263.631,3.55806,,,,
2021-10-19T02:11:36+00:00,6084,24.15219,67.00864,18.31266,13137,13400.888,3.55613,,,,
2021-10-19T02:13:05+00:00,6085,24.41687,65.56319,18.2134,13004,13247.057,3.55613,,,,
2021-10-19T02:14:34+00:00,6086,24.64847,64.62895,18.445,13057,13361.558,3.55548,,,,
2021-10-19T02:16:03+00:00,6087,24.8139,64.17064,18.19686,13005,13245.615,3.55613,,,,
2021-10-19T02:47:43+00:00,6088,24.30107,65.61608,18.24648,13107,13323.308,3.49226,,,,
2021-10-19T02:49:12+00:00,6089,24.49959,65.1754,18.36228,13143,13516.356,3.55484,,,,
2021-10-19T02:50:51+00:00,6090,24.97932,63.35976,18.18031,13058,13362.029,3.55484,,,,
2021-10-19T02:52:20+00:00,6091,25.4756,62.00247,18.14723,13139,13192.981,3.55742,,,,
2021-10-19T03:23:50+00:00,6092,25.88916,64.29404,18.24648,13143,13397.117,3.49032,,,,
2021-10-19T03:55:22+00:00,6093,27.46071,64.22351,18.26303,13097,13228.068,3.48968,,,,
2021-10-19T04:26:53+00:00,6094,29.24731,56.74952,18.41191,13081,13192.979,3.48581,,,,
2021-10-19T04:28:22+00:00,6095,29.46236,56.06204,18.52771,13165,13323.308,3.55419,,,,
2021-10-19T04:29:51+00:00,6096,29.9421,54.19355,18.34574,13057,13288.221,3.55161,,,,
2021-10-19T04:31:20+00:00,6097,30.35567,52.43082,19.18941,13005,13308.924,3.55226,,,,
2021-10-19T04:32:49+00:00,6098,30.62035,50.66808,18.34574,13117,13157.893,3.55032,,,,
2021-10-19T04:34:29+00:00,6099,30.93466,49.92773,18.445,13012,13192.981,3.55484,,,,
2021-10-19T04:35:58+00:00,6100,31.10008,48.42941,18.54425,13024,13330.236,3.55613,,,,
2021-10-19T04:37:27+00:00,6101,31.28205,48.20025,18.75931,13184,13340.852,3.55806,,,,
2021-10-19T04:38:56+00:00,6102,31.44748,46.9487,18.54425,13059,13157.893,3.55935,,,,
2021-10-19T04:40:25+00:00,6103,31.62945,46.61378,18.52771,13099,13308.922,3.55871,,,,
2021-10-19T04:41:54+00:00,6104,31.92721,46.66666,18.51117,13016,13192.981,3.55742,,,,
2021-10-19T04:43:23+00:00,6105,32.0761,45.99683,17.81638,13140,13344.011,3.55677,,,,
2021-10-19T04:44:50+00:00,6106,32.24152,45.71479,18.37882,13051,13230.992,3.55226,,,,
2021-10-19T04:46:19+00:00,6107,32.42349,45.13308,18.03143,13046,13305.763,3.54452,,,,
2021-10-19T04:47:48+00:00,6108,32.58892,44.3046,18.66005,13122,13288.219,3.55613,,,,
2021-10-19T04:49:17+00:00,6109,32.75434,43.58187,18.445,13093,13270.675,3.55742,,,,
2021-10-19T04:50:46+00:00,6110,32.93631,42.96492,18.89165,13015,13365.326,3.56,,,,
2021-10-19T05:22:30+00:00,6111,45.65757,21.08937,18.77585,13049,13513.06,3.47613,,,,
2021-10-19T05:23:57+00:00,6112,46.20348,20.78971,18.94127,13161,13263.158,3.54839,,,,
2021-10-19T05:25:26+00:00,6113,46.81555,19.52054,18.9909,13049,13264.106,3.54258,,,,
2021-10-19T05:26:55+00:00,6114,47.34491,19.5029,19.07361,13031,13228.068,3.54968,,,,
2021-10-19T05:28:24+00:00,6115,47.9239,19.02697,19.2225,13196,13306.237,3.54064,,,,
2021-10-19T05:29:53+00:00,6116,48.30438,17.65203,19.15633,13123,13192.981,3.54645,,,,
2021-10-19T05:31:23+00:00,6117,48.48635,17.38762,19.27213,13096,13192.981,3.54968,,,,
2021-10-19T05:32:52+00:00,6118,48.8172,17.59915,19.00744,13044,13342.292,3.5471,,,,
2021-10-19T05:34:21+00:00,6119,49.13152,17.59915,19.32175,13050,13416.442,3.55097,,,,
2021-10-19T05:35:50+00:00,6120,49.34657,17.40525,19.02398,13038,13210.526,3.54581,,,,
2021-10-19T06:07:58+00:00,6121,50.78577,15.13132,20.90984,13031,13344.484,3.48,,,,
2021-10-19T06:39:58+00:00,6122,53.43259,13.38621,20.84367,13159,13175.438,3.47871,,,,
2021-10-19T06:41:27+00:00,6123,53.69727,12.98079,20.94293,13135,13210.525,3.5471,,,,
2021-10-19T06:42:54+00:00,6124,54.04467,12.57536,20.76096,13065,13401.002,3.55097,,,,
2021-10-19T06:44:21+00:00,6125,54.25972,11.9584,20.74442,13001,13192.981,3.54903,,,,
2021-10-19T06:45:50+00:00,6126,54.25972,12.31095,20.76096,13187,13157.893,3.54968,,,,
2021-10-19T06:47:19+00:00,6127,54.59057,12.25806,20.76096,13037,13210.526,3.54903,,,,
2021-10-19T06:48:51+00:00,6128,54.92142,12.27569,20.82713,13148,13229.51,3.54839,,,,
2021-10-19T06:50:20+00:00,6129,55.23573,12.09942,21.09181,13120,13341.325,3.55226,,,,
2021-10-19T07:22:26+00:00,6130,55.10339,11.88789,21.05873,13024,13439.25,3.47548,,,,
2021-10-19T07:23:55+00:00,6131,55.4177,11.79975,21.02564,13094,13175.438,3.55226,,,,
2021-10-19T07:25:24+00:00,6132,55.78164,10.91839,20.84367,13175,13342.292,3.54452,,,,
2021-10-19T07:26:53+00:00,6133,55.74855,10.97127,21.85277,13103,13210.998,3.54903,,,,
2021-10-19T07:28:22+00:00,6134,55.4177,10.63635,21.10835,13189,13383.456,3.54452,,,,
2021-10-19T07:29:51+00:00,6135,55.91398,11.14754,21.14144,13086,13175.438,3.54774,,,,
2021-10-19T07:31:20+00:00,6136,56.27791,11.02415,21.15798,13045,13157.893,3.54903,,,,
2021-10-19T07:32:49+00:00,6137,56.39371,11.30619,21.19107,13143,13383.456,3.54581,,,,
2021-10-19T07:34:18+00:00,6138,56.24483,11.11229,21.09181,13057,13288.219,3.5471,,,,
2021-10-19T07:35:47+00:00,6139,56.41026,11.0594,21.72043,13132,13270.675,3.54581,,,,
2021-10-19T07:37:16+00:00,6140,56.24483,10.79499,21.27378,13061,13270.675,3.54516,,,,
2021-10-19T07:38:45+00:00,6141,56.24483,10.75974,21.10835,13178,13157.893,3.54645,,,,
2021-10-19T07:40:14+00:00,6142,56.4268,10.72448,21.17452,13104,13193.438,3.54839,,,,
2021-10-19T08:12:22+00:00,6143,55.15302,11.60585,22.11746,13002,13140.805,3.48129,,,,
2021-10-19T08:13:51+00:00,6144,55.56658,11.74687,21.29032,13031,13123.717,3.55032,,,,
2021-10-19T08:15:30+00:00,6145,55.74855,11.35907,21.27378,13020,13366.369,3.54839,,,,
2021-10-19T08:47:53+00:00,6146,54.92142,11.67636,21.63772,13086,13383.456,3.48839,,,,
2021-10-19T08:49:22+00:00,6147,54.92142,11.78213,21.53846,13030,13270.675,3.55161,,,,
2021-10-19T08:50:51+00:00,6148,54.92142,11.71162,21.58809,13043,13157.893,3.55032,,,,
2021-10-19T08:52:31+00:00,6149,55.10339,11.74687,21.35649,13167,13270.675,3.54774,,,,
2021-10-19T08:54:00+00:00,6150,55.25227,11.60585,21.29032,13048,13250.555,3.54903,,,,
2021-10-19T08:55:29+00:00,6151,55.4177,11.71162,21.50538,13044,13157.893,3.54452,,,,
2021-10-19T08:56:58+00:00,6152,55.4177,11.5706,21.6708,13117,13140.805,3.55032,,,,
2021-10-19T08:58:27+00:00,6153,55.58313,11.69399,21.50538,13149,13157.893,3.55161,,,,
2021-10-19T08:59:56+00:00,6154,55.58313,11.7645,21.45575,13125,13270.675,3.54774,,,,
2021-10-19T09:31:57+00:00,6155,51.66253,14.00317,21.32341,13073,13140.805,3.49742,,,,
2021-10-19T09:33:26+00:00,6156,51.62944,14.12656,21.60463,13063,13140.805,3.55871,,,,
2021-10-19T10:05:13+00:00,6157,35.55004,31.84206,20.44665,13016,13123.717,3.46452,,,,
2021-10-19T10:06:42+00:00,6158,35.50041,32.14173,21.15798,13080,13196.817,3.54,,,,
2021-10-19T10:08:11+00:00,6159,35.63276,32.22986,21.29032,13148,13332.192,3.53742,,,,
2021-10-19T10:09:40+00:00,6160,35.89743,32.56478,21.09181,13179,13089.979,3.53935,,,,
2021-10-19T10:41:19+00:00,6161,32.32424,40.62049,20.8933,13157,13055.805,3.4529,,,,
2021-10-19T10:42:48+00:00,6162,32.42349,40.32082,20.92639,13014,13366.369,3.54581,,,,
2021-10-19T10:44:27+00:00,6163,32.75434,39.86251,21.07527,13105,13289.479,3.54968,,,,
2021-10-19T10:45:57+00:00,6164,33.11828,39.13978,20.92639,13189,13089.541,3.54323,,,,
2021-10-19T11:17:33+00:00,6165,30.76923,48.49991,20.57899,13107,13210.422,3.49355,,,,
2021-10-19T11:19:02+00:00,6166,30.93466,48.20025,20.84367,13105,13134.409,3.55548,,,,
2021-10-19T11:20:31+00:00,6167,31.39785,46.7548,20.74442,13127,13151.936,3.55613,,,,
2021-10-19T11:21:58+00:00,6168,31.6129,46.24361,20.64516,13014,13072.453,3.55355,,,,
2021-10-19T11:23:27+00:00,6169,31.86104,45.83818,20.69479,13115,13089.541,3.5529,,,,
2021-10-19T11:24:56+00:00,6170,32.00993,45.50327,20.7775,13108,13055.803,3.55484,,,,
2021-10-19T11:56:30+00:00,6171,29.13151,54.2993,20.62862,13097,13089.542,3.49226,,,,
2021-10-19T11:57:59+00:00,6172,29.2804,54.89864,20.56245,13049,13056.24,3.55161,,,,
2021-10-19T11:59:28+00:00,6173,29.71051,53.94677,20.59553,13095,13072.893,3.55226,,,,
2021-10-19T12:00:57+00:00,6174,29.9421,53.50608,20.59553,13029,13021.628,3.55484,,,,
2021-10-19T12:02:26+00:00,6175,30.19024,52.88912,20.5459,13026,13349.281,3.55097,,,,
2021-10-19T12:03:55+00:00,6176,30.27295,52.67759,20.57899,13066,13165.553,3.55226,,,,
2021-10-19T12:35:29+00:00,6177,27.12986,66.30354,20.41356,13198,13294.984,3.50194,,,,
2021-10-19T12:36:58+00:00,6178,27.29528,66.70897,20.86021,13185,13004.54,3.5529,,,,
2021-10-19T12:38:27+00:00,6179,27.79156,65.61608,20.31431,13062,13055.805,3.55226,,,,
2021-10-19T12:39:56+00:00,6180,28.10587,64.69945,20.46319,13118,13294.984,3.5529,,,,
2021-10-19T12:41:25+00:00,6181,28.28784,63.58894,20.46319,13053,13148.922,3.55355,,,,
2021-10-19T12:42:54+00:00,6182,28.45327,63.39503,20.41356,13179,13151.497,3.55161,,,,
2021-10-19T12:44:23+00:00,6183,28.51944,63.04248,20.21505,13003,13055.803,3.55355,,,,
2021-10-19T12:45:52+00:00,6184,28.61869,63.18349,20.24814,13183,13004.979,3.54968,,,,
2021-10-19T12:47:21+00:00,6185,28.61869,63.09536,20.49628,13123,13039.609,3.55613,,,,
